farmer_id,region,farm_size,enrollment_cohort,age,female,household_size,baseline_income_usd,baseline_food_security_score,baseline_farm_output_kg,treatment,group,endline_income_usd,endline_food_security_score,endline_farm_output_kg,income_change_usd,sessions_attended
FRM-0201,North,Small (<1 ha),2024-Q3,24,0,5,54.61,3.03,261.7,1,Treatment,89.61,3.26,295.3,35.0,5.0
FRM-0202,Central,Small (<1 ha),2024-Q3,51,0,7,20.0,4.9,74.3,1,Treatment,20.0,6.0,267.7,0.0,6.0
FRM-0203,North,Large (>3 ha),2023-Q3,43,1,8,185.66,5.48,609.9,1,Treatment,206.53,5.98,646.2,20.87,6.0
FRM-0204,Central,Small (<1 ha),2023-Q1,27,0,6,105.99,2.71,258.9,0,Control,137.81,1.25,277.3,31.82,
FRM-0205,South,Medium (1-3 ha),2023-Q1,44,1,2,84.19,4.69,357.6,0,Control,77.88,5.19,434.7,-6.31,
FRM-0206,South,Medium (1-3 ha),2024-Q1,22,1,8,187.74,5.54,266.6,0,Control,131.99,5.22,290.0,-55.75,
FRM-0207,North,Small (<1 ha),2023-Q3,34,1,2,129.98,3.28,182.8,0,Control,76.07,3.61,188.7,-53.91,
FRM-0208,North,Small (<1 ha),2023-Q3,37,1,5,103.0,4.84,114.9,0,Control,136.57,4.89,96.3,33.57,
FRM-0209,Central,Large (>3 ha),2024-Q1,57,0,8,163.68,4.72,558.2,0,Control,143.64,5.04,605.2,-20.04,
FRM-0210,Central,Small (<1 ha),2023-Q1,35,0,6,20.0,4.39,255.5,1,Treatment,74.77,5.76,323.6,54.77,6.0
FRM-0211,South,Small (<1 ha),2024-Q1,37,0,4,181.17,4.89,145.9,0,Control,182.3,4.65,143.0,1.13,
FRM-0212,Central,Small (<1 ha),2023-Q1,63,0,6,165.4,5.77,144.3,1,Treatment,201.78,5.72,247.9,36.38,3.0
FRM-0213,Central,Medium (1-3 ha),2023-Q3,51,1,6,161.29,6.68,287.1,0,Control,172.11,6.9,335.4,10.82,
FRM-0214,North,Small (<1 ha),2024-Q3,49,0,4,114.34,6.09,191.0,0,Control,84.1,5.76,201.8,-30.24,
FRM-0215,Central,Medium (1-3 ha),2024-Q1,55,1,7,195.92,6.39,375.5,0,Control,236.68,5.57,351.7,40.76,
FRM-0216,Central,Medium (1-3 ha),2024-Q1,31,1,6,121.97,2.6,392.0,1,Treatment,142.34,3.38,531.2,20.37,4.0
FRM-0217,South,Small (<1 ha),2024-Q1,47,1,6,130.5,5.07,249.6,1,Treatment,207.6,6.22,405.4,77.1,5.0
FRM-0218,North,Medium (1-3 ha),2023-Q3,56,0,8,186.99,4.28,409.1,1,Treatment,212.67,4.49,363.4,25.68,5.0
FRM-0219,Central,Small (<1 ha),2023-Q3,26,0,7,70.69,3.4,187.4,0,Control,84.67,3.81,236.2,13.98,
FRM-0220,Central,Small (<1 ha),2023-Q1,52,1,4,109.04,3.8,147.9,1,Treatment,143.89,5.23,249.7,34.85,3.0
FRM-0221,Central,Large (>3 ha),2024-Q3,57,1,4,160.33,4.89,564.6,0,Control,138.84,6.23,657.7,-21.49,
FRM-0222,Central,Medium (1-3 ha),2023-Q1,40,0,8,175.67,6.12,521.9,1,Treatment,216.93,7.97,652.0,41.26,4.0
FRM-0223,North,Medium (1-3 ha),2023-Q3,57,0,2,124.59,2.19,346.3,1,Treatment,116.28,3.94,397.8,-8.31,4.0
FRM-0224,Central,Small (<1 ha),2024-Q1,28,0,7,130.53,3.69,94.6,1,Treatment,198.76,4.51,223.5,68.23,5.0
FRM-0225,Central,Small (<1 ha),2023-Q1,29,0,6,92.09,5.22,114.0,1,Treatment,132.21,5.91,276.1,40.12,5.0
FRM-0226,North,Medium (1-3 ha),2023-Q3,28,0,4,146.46,2.11,475.7,1,Treatment,133.94,3.08,513.6,-12.52,6.0
FRM-0227,Central,Large (>3 ha),2023-Q3,30,1,3,157.16,5.55,661.1,0,Control,244.57,5.35,642.8,87.41,
FRM-0228,Central,Medium (1-3 ha),2023-Q3,37,1,2,165.9,5.99,394.6,0,Control,139.12,6.08,404.1,-26.78,
FRM-0229,South,Medium (1-3 ha),2024-Q3,40,1,5,161.73,4.59,476.2,1,Treatment,165.31,5.01,580.8,3.58,5.0
FRM-0230,North,Small (<1 ha),2024-Q1,43,0,7,125.9,3.74,141.0,1,Treatment,147.54,4.92,162.2,21.64,5.0
FRM-0231,North,Small (<1 ha),2024-Q1,32,0,8,164.06,5.53,315.7,0,Control,225.45,5.54,237.1,61.39,
FRM-0232,North,Large (>3 ha),2023-Q1,42,1,3,132.69,6.94,623.0,1,Treatment,165.34,7.02,743.1,32.65,6.0
FRM-0233,Central,Medium (1-3 ha),2024-Q1,51,0,5,93.06,5.66,425.9,0,Control,101.09,5.04,437.0,8.03,
FRM-0234,Central,Medium (1-3 ha),2024-Q1,34,0,3,29.36,2.84,353.9,1,Treatment,21.37,2.75,447.3,-7.99,5.0
FRM-0235,Central,Large (>3 ha),2024-Q1,27,0,3,110.68,6.94,669.3,0,Control,51.63,7.44,739.7,-59.05,
FRM-0236,Central,Large (>3 ha),2023-Q3,55,0,4,160.84,5.77,519.0,1,Treatment,189.07,6.41,473.2,28.23,5.0
FRM-0237,Central,Large (>3 ha),2023-Q1,36,0,8,117.44,4.65,715.8,0,Control,137.83,3.97,626.9,20.39,
FRM-0238,Central,Small (<1 ha),2023-Q1,64,0,4,88.23,4.04,367.5,0,Control,46.65,3.17,350.7,-41.58,
FRM-0239,North,Medium (1-3 ha),2023-Q3,43,1,8,29.37,6.31,410.1,0,Control,42.08,5.85,418.1,12.71,
FRM-0240,North,Small (<1 ha),2023-Q3,32,1,6,99.37,2.43,161.9,0,Control,134.29,2.05,213.5,34.92,
FRM-0241,South,Small (<1 ha),2024-Q3,27,0,8,110.65,2.87,177.1,1,Treatment,93.41,3.36,405.1,-17.24,4.0
FRM-0242,North,Medium (1-3 ha),2023-Q3,41,0,8,65.47,6.84,429.2,1,Treatment,83.15,7.19,499.2,17.68,5.0
FRM-0243,Central,Large (>3 ha),2023-Q1,39,0,2,144.53,2.25,473.5,0,Control,94.7,3.13,431.9,-49.83,
FRM-0244,North,Small (<1 ha),2023-Q1,60,0,5,153.21,4.55,222.2,1,Treatment,243.25,6.77,450.9,90.04,4.0
FRM-0245,Central,Medium (1-3 ha),2023-Q3,52,1,6,100.32,3.53,346.4,1,Treatment,104.71,4.74,362.8,4.39,5.0
FRM-0246,North,Medium (1-3 ha),2023-Q1,57,1,7,88.39,6.34,419.7,0,Control,135.17,5.92,302.2,46.78,
FRM-0247,North,Medium (1-3 ha),2024-Q3,38,0,8,146.45,5.01,356.5,0,Control,136.11,4.45,338.6,-10.34,
FRM-0248,North,Medium (1-3 ha),2023-Q1,36,1,3,97.7,5.43,143.8,1,Treatment,129.85,6.53,220.4,32.15,5.0
FRM-0249,North,Small (<1 ha),2023-Q1,46,1,3,110.27,5.57,233.0,0,Control,145.75,5.71,225.7,35.48,
FRM-0250,North,Medium (1-3 ha),2024-Q1,52,0,4,154.54,6.29,379.5,0,Control,104.49,7.3,453.1,-50.05,
FRM-0251,Central,Large (>3 ha),2023-Q3,53,0,3,226.36,3.39,786.4,1,Treatment,228.25,3.69,824.7,1.89,4.0
FRM-0252,North,Small (<1 ha),2023-Q1,27,0,4,91.59,3.82,157.3,1,Treatment,148.95,5.0,291.6,57.36,6.0
FRM-0253,South,Medium (1-3 ha),2023-Q1,45,0,7,161.9,5.69,331.7,0,Control,120.73,5.55,347.8,-41.17,
FRM-0254,Central,Medium (1-3 ha),2023-Q1,50,1,3,164.22,2.66,334.0,1,Treatment,193.26,4.27,367.0,29.04,6.0
FRM-0255,Central,Small (<1 ha),2024-Q1,25,0,5,98.28,6.96,160.8,1,Treatment,167.69,7.81,318.4,69.41,5.0
FRM-0256,South,Small (<1 ha),2024-Q1,26,1,8,88.86,6.08,289.3,1,Treatment,146.25,7.38,439.2,57.39,5.0
FRM-0257,South,Medium (1-3 ha),2024-Q1,56,0,6,102.29,5.56,452.0,1,Treatment,124.93,6.17,575.4,22.64,5.0
FRM-0258,North,Medium (1-3 ha),2024-Q1,37,1,2,149.02,2.58,277.2,1,Treatment,150.83,3.02,292.6,1.81,6.0
FRM-0259,Central,Small (<1 ha),2023-Q1,40,1,3,147.84,2.25,321.5,0,Control,148.98,2.25,258.3,1.14,
FRM-0260,North,Small (<1 ha),2023-Q1,47,1,5,68.71,4.67,177.1,0,Control,46.83,5.15,198.0,-21.88,
FRM-0261,South,Small (<1 ha),2023-Q1,41,0,4,226.7,4.81,125.2,1,Treatment,266.03,4.63,237.0,39.33,3.0
FRM-0262,Central,Small (<1 ha),2024-Q1,34,0,8,67.32,5.53,218.3,0,Control,77.28,4.42,166.8,9.96,
FRM-0263,North,Medium (1-3 ha),2023-Q3,28,1,6,123.66,6.03,316.9,1,Treatment,94.08,6.66,488.6,-29.58,4.0
FRM-0264,Central,Large (>3 ha),2024-Q1,46,0,7,129.92,3.06,506.9,1,Treatment,180.69,4.42,612.0,50.77,5.0
FRM-0265,Central,Medium (1-3 ha),2023-Q3,22,1,4,224.88,4.24,355.9,1,Treatment,230.23,5.45,422.0,5.35,4.0
FRM-0266,Central,Small (<1 ha),2024-Q1,28,0,3,20.0,2.64,232.8,0,Control,20.0,2.78,310.7,0.0,
FRM-0267,North,Medium (1-3 ha),2024-Q1,23,1,6,118.17,4.01,346.9,0,Control,103.39,3.45,401.1,-14.78,
FRM-0268,North,Large (>3 ha),2023-Q1,64,1,7,168.38,2.88,611.2,1,Treatment,175.1,4.56,668.1,6.72,4.0
FRM-0269,North,Small (<1 ha),2023-Q1,26,1,3,135.62,5.44,126.7,1,Treatment,184.54,5.17,301.5,48.92,5.0
FRM-0270,Central,Large (>3 ha),2023-Q1,48,1,7,133.48,5.41,736.9,1,Treatment,112.85,5.3,905.3,-20.63,5.0
FRM-0271,North,Large (>3 ha),2023-Q3,62,0,2,147.3,3.58,616.7,1,Treatment,151.04,3.63,655.9,3.74,3.0
FRM-0272,Central,Small (<1 ha),2023-Q1,53,0,4,20.0,2.35,203.8,1,Treatment,30.47,4.2,283.1,10.47,3.0
FRM-0273,Central,Small (<1 ha),2024-Q1,46,0,6,104.52,5.1,242.1,0,Control,112.84,4.94,218.2,8.32,
FRM-0274,South,Small (<1 ha),2024-Q1,57,0,3,119.72,4.58,228.9,0,Control,153.81,4.11,273.4,34.09,
FRM-0275,North,Small (<1 ha),2024-Q1,44,1,4,121.02,5.45,272.9,0,Control,94.04,6.06,275.9,-26.98,
FRM-0276,South,Small (<1 ha),2024-Q3,37,1,3,145.76,2.4,209.4,1,Treatment,232.74,1.83,234.9,86.98,5.0
FRM-0277,South,Small (<1 ha),2023-Q1,35,0,2,181.31,5.78,167.4,0,Control,144.61,6.52,234.7,-36.7,
FRM-0278,Central,Medium (1-3 ha),2023-Q3,29,1,2,156.55,6.81,489.7,0,Control,91.86,7.0,408.4,-64.69,
FRM-0279,Central,Small (<1 ha),2023-Q1,35,0,8,141.81,3.42,281.6,1,Treatment,160.01,4.51,433.1,18.2,6.0
FRM-0280,Central,Medium (1-3 ha),2023-Q1,58,1,5,86.69,4.98,313.1,0,Control,123.14,4.04,341.8,36.45,
FRM-0281,Central,Small (<1 ha),2023-Q1,44,0,8,157.25,6.62,137.5,0,Control,220.32,6.58,141.3,63.07,
FRM-0282,South,Small (<1 ha),2024-Q3,28,1,8,105.31,6.75,151.1,1,Treatment,164.58,7.31,204.6,59.27,5.0
FRM-0283,North,Medium (1-3 ha),2023-Q3,59,1,5,157.62,2.56,384.2,0,Control,170.34,2.65,323.0,12.72,
FRM-0284,Central,Small (<1 ha),2024-Q1,50,1,6,160.23,6.14,262.5,1,Treatment,189.92,7.01,398.6,29.69,5.0
FRM-0285,South,Small (<1 ha),2024-Q3,45,1,6,96.58,6.19,242.7,1,Treatment,97.34,7.07,495.3,0.76,5.0
FRM-0286,North,Medium (1-3 ha),2023-Q1,43,0,7,91.27,4.14,368.9,0,Control,98.01,4.09,384.3,6.74,
FRM-0287,South,Small (<1 ha),2024-Q3,42,0,4,79.53,4.11,352.8,1,Treatment,63.75,4.76,499.9,-15.78,4.0
FRM-0288,North,Large (>3 ha),2023-Q1,47,0,3,149.89,5.11,687.5,1,Treatment,145.78,6.73,717.6,-4.11,5.0
FRM-0289,Central,Medium (1-3 ha),2024-Q1,25,1,7,189.03,2.04,424.1,0,Control,219.83,2.18,412.1,30.8,
FRM-0290,Central,Large (>3 ha),2024-Q3,31,0,8,160.4,2.36,586.3,0,Control,111.39,2.4,565.3,-49.01,
FRM-0291,North,Small (<1 ha),2023-Q3,36,0,8,66.37,4.54,289.8,1,Treatment,161.23,5.71,421.8,94.86,6.0
FRM-0292,Central,Medium (1-3 ha),2023-Q1,24,0,6,125.36,5.96,491.6,0,Control,125.59,5.87,409.8,0.23,
FRM-0293,North,Medium (1-3 ha),2023-Q3,41,1,4,42.26,5.28,248.5,1,Treatment,58.6,5.8,332.4,16.34,6.0
FRM-0294,Central,Medium (1-3 ha),2024-Q1,48,0,2,100.05,4.15,416.9,0,Control,120.03,3.38,389.9,19.98,
FRM-0295,Central,Small (<1 ha),2024-Q1,41,0,3,112.56,4.38,208.6,0,Control,171.71,5.05,232.7,59.15,
FRM-0296,North,Small (<1 ha),2023-Q1,59,0,4,128.63,3.16,144.4,0,Control,154.37,3.63,223.3,25.74,
FRM-0297,Central,Medium (1-3 ha),2023-Q1,24,0,3,20.0,3.7,425.3,1,Treatment,57.3,3.25,493.7,37.3,5.0
FRM-0298,Central,Small (<1 ha),2023-Q1,39,1,5,130.61,3.27,214.5,1,Treatment,156.7,4.15,298.8,26.09,4.0
FRM-0299,North,Small (<1 ha),2024-Q1,49,0,2,77.46,5.43,148.6,1,Treatment,130.35,7.75,336.1,52.89,6.0
FRM-0300,Central,Small (<1 ha),2023-Q3,36,0,6,133.69,6.93,237.7,1,Treatment,191.31,8.11,279.8,57.62,4.0
FRM-0301,Central,Medium (1-3 ha),2023-Q3,58,1,8,99.54,3.72,363.2,1,Treatment,179.25,4.0,425.7,79.71,4.0
FRM-0302,Central,Small (<1 ha),2023-Q1,47,0,6,20.0,3.98,50.0,1,Treatment,118.71,5.86,146.4,98.71,5.0
FRM-0303,South,Medium (1-3 ha),2024-Q1,41,1,7,191.83,2.01,309.6,0,Control,199.89,1.72,352.2,8.06,
FRM-0304,North,Medium (1-3 ha),2023-Q3,52,0,3,106.19,4.19,292.2,0,Control,78.97,4.43,232.3,-27.22,
FRM-0305,North,Medium (1-3 ha),2023-Q1,31,0,8,166.33,3.48,226.2,0,Control,158.86,3.96,141.8,-7.47,
FRM-0306,North,Medium (1-3 ha),2023-Q1,49,1,5,100.36,5.65,346.1,0,Control,83.31,4.56,494.0,-17.05,
FRM-0307,North,Small (<1 ha),2023-Q1,31,1,3,79.06,4.0,371.2,1,Treatment,75.18,4.94,471.7,-3.88,6.0
FRM-0308,North,Small (<1 ha),2023-Q3,43,0,5,107.31,3.15,306.9,0,Control,85.71,3.13,288.6,-21.6,
FRM-0309,Central,Medium (1-3 ha),2024-Q3,44,1,3,204.04,2.26,273.6,1,Treatment,251.88,3.4,370.0,47.84,5.0
FRM-0310,North,Medium (1-3 ha),2024-Q1,63,1,4,142.98,3.23,296.2,1,Treatment,160.35,4.83,401.0,17.37,5.0
FRM-0311,Central,Small (<1 ha),2024-Q1,23,1,2,35.91,5.13,50.0,0,Control,20.0,4.06,50.0,-15.91,
FRM-0312,Central,Small (<1 ha),2024-Q3,34,0,7,34.73,3.45,192.6,0,Control,45.15,4.03,232.4,10.42,
FRM-0313,North,Small (<1 ha),2023-Q3,62,0,5,75.34,5.83,230.3,0,Control,62.13,5.47,180.7,-13.21,
FRM-0314,North,Small (<1 ha),2024-Q1,39,1,7,57.93,4.49,177.5,0,Control,80.89,3.47,109.8,22.96,
FRM-0315,Central,Medium (1-3 ha),2024-Q3,25,1,6,140.31,4.57,159.4,0,Control,117.45,2.97,85.3,-22.86,
FRM-0316,Central,Small (<1 ha),2023-Q3,29,1,3,92.78,2.86,211.2,1,Treatment,108.57,3.57,265.2,15.79,3.0
FRM-0317,South,Large (>3 ha),2023-Q1,51,0,3,179.15,4.49,499.4,1,Treatment,230.46,4.08,555.6,51.31,5.0
FRM-0318,Central,Small (<1 ha),2024-Q3,64,0,8,111.74,4.19,81.3,0,Control,85.62,3.75,100.8,-26.12,
FRM-0319,South,Medium (1-3 ha),2023-Q3,23,0,4,101.76,5.66,277.2,0,Control,20.23,5.02,195.6,-81.53,
FRM-0320,Central,Large (>3 ha),2024-Q1,48,0,5,184.55,6.46,694.8,1,Treatment,169.35,6.41,707.2,-15.2,5.0
FRM-0321,Central,Large (>3 ha),2024-Q1,31,1,6,194.73,6.01,780.1,1,Treatment,210.21,6.16,910.0,15.48,4.0
FRM-0322,North,Large (>3 ha),2023-Q3,49,0,8,139.42,6.69,536.9,1,Treatment,185.53,7.64,608.8,46.11,3.0
FRM-0323,Central,Small (<1 ha),2023-Q3,49,1,5,92.32,5.65,114.3,1,Treatment,111.03,6.77,210.4,18.71,5.0
FRM-0324,North,Small (<1 ha),2023-Q3,45,0,7,70.55,2.75,335.1,1,Treatment,146.46,4.14,461.0,75.91,3.0
FRM-0325,North,Medium (1-3 ha),2023-Q1,47,0,4,149.12,2.83,248.1,0,Control,153.54,2.6,221.1,4.42,
FRM-0326,South,Medium (1-3 ha),2024-Q1,63,1,3,151.61,6.59,325.9,0,Control,103.15,6.19,427.5,-48.46,
FRM-0327,Central,Large (>3 ha),2023-Q1,61,0,6,120.67,5.3,675.4,0,Control,98.81,4.84,561.9,-21.86,
FRM-0328,North,Large (>3 ha),2024-Q1,58,0,6,107.42,4.55,558.8,0,Control,125.86,5.49,514.9,18.44,
FRM-0329,Central,Small (<1 ha),2023-Q1,64,0,8,179.2,2.12,120.5,1,Treatment,235.9,3.02,274.1,56.7,5.0
FRM-0330,North,Small (<1 ha),2023-Q1,35,1,7,112.12,3.87,83.6,0,Control,76.65,4.73,66.7,-35.47,
FRM-0331,South,Large (>3 ha),2023-Q3,38,0,7,126.33,3.95,600.6,1,Treatment,119.83,4.27,721.2,-6.5,5.0
FRM-0332,South,Small (<1 ha),2024-Q3,28,1,8,143.45,2.81,210.9,0,Control,152.87,1.5,209.9,9.42,
FRM-0333,Central,Medium (1-3 ha),2024-Q1,59,1,6,138.4,2.02,352.8,0,Control,139.02,1.68,317.5,0.62,
FRM-0334,Central,Small (<1 ha),2024-Q3,29,1,8,166.36,5.53,219.0,0,Control,161.57,4.9,232.5,-4.79,
FRM-0335,North,Small (<1 ha),2024-Q3,54,0,5,83.73,4.44,218.0,0,Control,120.2,3.76,292.6,36.47,
FRM-0336,Central,Medium (1-3 ha),2023-Q3,26,1,3,151.17,4.89,261.8,0,Control,115.53,4.68,196.3,-35.64,
FRM-0337,Central,Large (>3 ha),2024-Q1,25,0,7,138.64,4.33,671.5,0,Control,121.85,4.44,663.3,-16.79,
FRM-0338,South,Medium (1-3 ha),2024-Q1,29,0,6,47.0,3.58,457.9,1,Treatment,110.17,3.43,504.2,63.17,3.0
FRM-0339,South,Small (<1 ha),2023-Q1,59,0,6,128.41,6.02,100.5,0,Control,186.86,6.0,144.7,58.45,
FRM-0340,North,Medium (1-3 ha),2023-Q3,40,0,2,130.22,6.05,373.1,0,Control,175.37,6.01,306.0,45.15,
FRM-0341,North,Medium (1-3 ha),2023-Q3,28,0,7,149.13,4.75,399.1,1,Treatment,145.39,5.93,571.7,-3.74,4.0
FRM-0342,Central,Small (<1 ha),2023-Q1,25,0,7,83.37,3.02,249.5,0,Control,69.73,2.68,269.6,-13.64,
FRM-0343,North,Medium (1-3 ha),2024-Q1,31,0,5,188.87,5.77,360.3,0,Control,227.47,5.61,239.6,38.6,
FRM-0344,Central,Large (>3 ha),2024-Q3,43,0,4,179.1,5.87,645.0,0,Control,140.96,6.35,655.2,-38.14,
FRM-0345,South,Small (<1 ha),2023-Q1,63,0,5,134.95,2.19,176.5,1,Treatment,141.35,1.68,258.0,6.4,6.0
FRM-0346,South,Small (<1 ha),2023-Q3,39,0,5,81.31,6.69,97.6,1,Treatment,54.31,7.75,246.6,-27.0,6.0
FRM-0347,North,Small (<1 ha),2024-Q3,50,1,6,72.41,5.05,193.9,1,Treatment,82.72,5.4,260.0,10.31,6.0
FRM-0348,North,Small (<1 ha),2023-Q3,44,1,2,80.78,4.49,50.0,0,Control,45.86,4.56,172.4,-34.92,
FRM-0349,North,Medium (1-3 ha),2024-Q3,38,0,4,128.47,6.82,455.4,0,Control,136.62,7.17,541.3,8.15,
FRM-0350,Central,Medium (1-3 ha),2024-Q1,24,0,4,191.33,2.03,283.1,0,Control,188.52,2.37,275.7,-2.81,
FRM-0351,South,Medium (1-3 ha),2024-Q3,60,1,2,138.66,5.71,297.6,1,Treatment,155.85,6.21,270.3,17.19,6.0
FRM-0352,Central,Large (>3 ha),2023-Q3,35,0,3,199.05,4.64,674.9,1,Treatment,291.25,7.12,798.6,92.2,5.0
FRM-0353,North,Small (<1 ha),2023-Q1,37,0,2,55.61,3.72,311.4,0,Control,61.9,3.6,276.1,6.29,
FRM-0354,South,Medium (1-3 ha),2023-Q1,44,1,3,165.63,4.35,454.1,0,Control,229.48,2.8,492.8,63.85,
FRM-0355,Central,Small (<1 ha),2023-Q1,39,0,4,40.8,4.15,152.7,1,Treatment,111.75,4.55,262.5,70.95,5.0
FRM-0356,Central,Medium (1-3 ha),2024-Q1,31,0,5,136.55,6.0,467.8,1,Treatment,107.04,6.95,465.5,-29.51,6.0
FRM-0357,South,Large (>3 ha),2024-Q3,53,0,7,180.12,3.06,538.2,1,Treatment,192.49,3.43,592.0,12.37,4.0
FRM-0358,North,Small (<1 ha),2023-Q1,41,0,8,35.17,4.32,136.4,1,Treatment,71.25,4.87,237.5,36.08,6.0
FRM-0359,South,Small (<1 ha),2023-Q3,28,1,6,127.36,6.81,97.7,0,Control,80.36,6.27,139.5,-47.0,
FRM-0360,South,Large (>3 ha),2023-Q3,32,0,7,140.44,4.86,672.1,1,Treatment,127.39,5.91,745.7,-13.05,5.0
FRM-0361,North,Small (<1 ha),2024-Q3,25,0,3,129.16,6.17,218.8,0,Control,161.95,5.72,105.0,32.79,
FRM-0362,North,Small (<1 ha),2024-Q1,47,0,6,134.01,4.85,272.2,1,Treatment,121.51,4.44,436.5,-12.5,6.0
FRM-0363,North,Medium (1-3 ha),2023-Q3,53,0,5,141.83,6.88,274.5,1,Treatment,216.37,8.35,371.0,74.54,4.0
FRM-0364,North,Medium (1-3 ha),2024-Q1,43,1,4,47.81,5.07,291.8,1,Treatment,40.82,6.48,411.1,-6.99,5.0
FRM-0365,South,Medium (1-3 ha),2023-Q3,63,1,3,121.27,4.02,355.2,1,Treatment,158.54,3.87,432.0,37.27,4.0
FRM-0366,North,Medium (1-3 ha),2023-Q1,38,0,2,91.74,6.36,253.2,1,Treatment,105.63,6.95,339.4,13.89,4.0
FRM-0367,North,Small (<1 ha),2023-Q1,61,1,8,79.04,6.48,253.7,1,Treatment,132.19,6.97,403.8,53.15,4.0
FRM-0368,Central,Small (<1 ha),2024-Q1,30,0,6,95.97,3.86,149.9,0,Control,113.58,4.15,191.5,17.61,
FRM-0369,Central,Small (<1 ha),2023-Q3,22,1,8,135.91,6.74,207.2,1,Treatment,150.91,6.64,349.6,15.0,4.0
FRM-0370,North,Small (<1 ha),2024-Q1,62,0,3,59.31,6.42,197.8,1,Treatment,78.83,8.24,344.0,19.52,5.0
FRM-0371,North,Large (>3 ha),2023-Q3,37,0,7,206.29,5.0,761.8,1,Treatment,203.18,5.71,790.9,-3.11,5.0
FRM-0372,Central,Small (<1 ha),2023-Q3,62,1,5,88.88,6.35,339.1,0,Control,60.23,6.67,455.6,-28.65,
FRM-0373,Central,Small (<1 ha),2023-Q3,35,1,8,145.01,3.93,296.3,0,Control,185.9,4.48,211.7,40.89,
FRM-0374,North,Small (<1 ha),2023-Q3,53,0,4,137.01,5.37,184.3,0,Control,160.8,4.38,147.1,23.79,
FRM-0375,North,Medium (1-3 ha),2023-Q1,41,0,2,113.73,5.43,356.3,1,Treatment,185.5,6.81,509.5,71.77,4.0
FRM-0376,Central,Medium (1-3 ha),2024-Q3,23,0,6,58.3,5.25,363.1,0,Control,78.6,5.03,402.8,20.3,
FRM-0377,Central,Large (>3 ha),2024-Q1,47,0,7,149.34,2.45,626.6,0,Control,168.83,2.6,568.1,19.49,
FRM-0378,North,Medium (1-3 ha),2023-Q1,49,1,7,117.39,2.99,447.3,0,Control,192.68,2.1,400.7,75.29,
FRM-0379,North,Medium (1-3 ha),2024-Q3,31,0,8,97.63,2.34,326.7,1,Treatment,119.0,2.83,506.2,21.37,6.0
FRM-0380,North,Small (<1 ha),2023-Q3,25,0,7,126.64,4.29,141.5,0,Control,91.09,4.43,154.2,-35.55,
FRM-0381,Central,Small (<1 ha),2024-Q1,30,0,4,136.97,3.92,295.3,0,Control,174.68,2.94,286.3,37.71,
FRM-0382,Central,Small (<1 ha),2024-Q3,24,1,4,131.94,4.43,179.0,0,Control,194.31,4.54,147.6,62.37,
FRM-0383,South,Medium (1-3 ha),2023-Q3,44,1,8,202.92,6.57,278.3,0,Control,268.1,7.53,193.0,65.18,
FRM-0384,North,Large (>3 ha),2024-Q3,34,0,5,144.02,6.69,724.4,0,Control,99.91,6.91,802.1,-44.11,
FRM-0385,Central,Medium (1-3 ha),2023-Q3,32,1,4,116.18,3.39,428.8,0,Control,80.44,2.79,349.4,-35.74,
FRM-0386,North,Medium (1-3 ha),2023-Q3,63,0,4,198.67,3.54,443.5,0,Control,210.83,3.81,409.7,12.16,
FRM-0387,North,Medium (1-3 ha),2024-Q3,47,1,8,99.52,4.86,322.2,0,Control,112.15,3.65,293.4,12.63,
FRM-0388,Central,Large (>3 ha),2023-Q1,35,0,7,160.48,4.56,435.6,1,Treatment,218.89,4.74,469.5,58.41,4.0
FRM-0389,Central,Small (<1 ha),2024-Q3,40,0,7,203.72,2.6,249.7,0,Control,178.31,1.35,406.7,-25.41,
FRM-0390,North,Medium (1-3 ha),2023-Q3,27,1,6,117.17,3.91,386.0,0,Control,101.46,3.56,422.3,-15.71,
FRM-0391,Central,Small (<1 ha),2024-Q1,58,0,3,84.47,2.56,185.9,0,Control,140.48,2.67,125.3,56.01,
FRM-0392,South,Medium (1-3 ha),2024-Q3,25,0,7,168.88,4.38,239.4,1,Treatment,180.07,4.7,314.2,11.19,3.0
FRM-0393,Central,Small (<1 ha),2024-Q1,60,1,3,144.29,2.66,193.0,0,Control,107.37,2.13,229.5,-36.92,
FRM-0394,South,Small (<1 ha),2023-Q3,47,0,4,189.5,2.29,160.6,0,Control,185.07,2.99,216.7,-4.43,
FRM-0395,North,Medium (1-3 ha),2024-Q1,60,1,3,104.91,6.98,446.0,0,Control,160.06,7.36,445.1,55.15,
FRM-0396,South,Large (>3 ha),2023-Q3,39,0,8,152.41,3.16,607.3,1,Treatment,136.63,3.86,732.6,-15.78,4.0
FRM-0397,North,Small (<1 ha),2024-Q3,38,1,3,117.76,2.03,311.4,1,Treatment,133.06,3.66,493.8,15.3,6.0
FRM-0398,Central,Small (<1 ha),2023-Q1,56,0,4,20.0,2.13,226.2,1,Treatment,20.0,3.92,440.3,0.0,6.0
FRM-0399,South,Large (>3 ha),2023-Q1,30,0,2,174.2,2.88,518.2,0,Control,239.05,2.14,481.1,64.85,
FRM-0400,South,Small (<1 ha),2023-Q1,45,0,4,50.55,3.33,287.3,1,Treatment,113.94,4.51,330.5,63.39,4.0
FRM-0401,North,Small (<1 ha),2024-Q1,33,1,4,147.47,5.08,71.0,1,Treatment,212.34,5.42,238.9,64.87,4.0
